intent,text,complexity,suggested_model
상품_정보,"구매하려는 노트북의 호환성(OS, 포트, 업그레이드 가능성)을 확인하고 싶어요.",complex,large
상품_정보,이 모델의 주요 기능과 사양을 알려주세요.,simple,small
상품_정보,A 제품과 B 제품의 차이점을 설명해 주실 수 있나요?,complex,large
상품_정보,이 제품의 환불 정책이 어떻게 되나요?,simple,small
상품_정보,최신 버전의 스마트폰과 이전 버전의 성능 차이를 알고 싶어요.,complex,large
상품_정보,이 의류의 소재와 세탁 방법을 알려주세요.,simple,small
상품_정보,구매하려는 노트북의 보증 기간과 AS 정책을 상세히 설명해 주세요.,complex,large
상품_정보,이 책의 저자 소개와 목차 일부를 볼 수 있을까요?,simple,small
상품_정보,"스마트 워치의 호환성, 배터리 수명, 방수 기능에 대해 종합적으로 설명해 주세요.",complex,large
상품_정보,이 제품의 환불 정책은 어떻게 되나요?,simple,small
상품_정보,최신 버전의 스마트폰과 이전 모델의 성능 차이를 알고 싶습니다.,complex,large
상품_정보,"해외 배송이 가능한지, 관세와 배송비는 어떻게 되나요?",complex,large
상품_정보,이 노트북의 보증 기간과 AS 정책을 자세히 설명해 주세요.,complex,large
상품_정보,할인 중인 상품들을 모두 볼 수 있을까요?,simple,small
상품_정보,이 제품의 A/S 기간은 얼마나 되나요?,simple,small
상품_정보,이 상품과 비슷한 다른 제품이 있을까요?,simple,small
상품_정보,이 제품의 제조 국가와 소재 정보를 자세히 알고 싶어요.,complex,large
상품_정보,이 상품의 프로모션 적용 여부와 할인율을 비교해 주세요.,complex,large
상품_정보,이 제품의 사용 후기와 함께 주요 기능별 성능을 설명해 주실 수 있나요?,complex,large
상품_정보,이 상품의 해외 배송 가능 여부와 관세 포함 가격을 문의드립니다.,complex,large
상품_정보,이 상품과 호환되는 액세서리가 있는지 궁금합니다.,complex,large
상품_정보,이 제품의 제조 국가와 인증 정보를 자세히 알고 싶어요.,complex,large
상품_정보,이 상품의 구성품 목록과 각 부품의 사양을 알려주세요.,complex,large
상품_정보,이 제품의 에너지 효율 등급과 소비 전력량을 확인할 수 있을까요?,complex,large
상품_정보,이 상품의 해외 배송 가능 여부와 관세 부과 기준을 설명해 주세요.,complex,large
상품_정보,제품 구성품과 사이즈를 자세히 알고 싶어요.,simple,small
상품_정보,이 모델의 주요 기능과 사양을 비교해 주세요.,complex,large
상품_정보,환불 정책은 어떻게 되나요?,simple,small
상품_정보,최신 버전의 제품에서 개선된 점이 무엇인지 궁금합니다.,complex,large
상품_정보,할인 혜택이나 프로모션이 진행 중인가요?,simple,small
상품_정보,해외 배송 가능 여부와 관세 비용은 어떻게 되나요?,complex,large
상품_정보,이 상품의 AS 기간과 서비스 범위를 알려주세요.,complex,large
상품_정보,3년 무상 보증이 적용되는 모델인지 확인 부탁드립니다.,complex,large
상품_정보,이 노트북의 배터리 수명은 얼마나 되나요?,simple,small
상품_정보,해외 배송 가능 여부와 관세에 대해 자세히 설명해 주세요.,complex,large
상품_정보,해외 배송 가능 여부와 관세 포함 가격을 문의드립니다.,complex,large
상품_정보,이 의류의 소재 구성 비율과 세탁 방법을 알고 싶어요.,complex,large
상품_정보,할인 중인 이 제품의 정가와 할인율을 비교해 주세요.,complex,large
상품_정보,구매하려는 제품의 A/S 정책과 보증 기간을 문의드립니다.,complex,large
상품_정보,해당 가전제품의 에너지 효율 등급과 소비 전력량을 알려주세요.,complex,large
기술_지원,프린터가 작동하지 않아요. 어떻게 해야 하나요?,simple,large
기술_지원,프로그램 설치 중 오류가 발생합니다. 해결 방법을 알려주세요.,simple,large
기술_지원,와이파이 연결이 자주 끊기는데 설정 확인 방법을 모르겠습니다.,simple,large
기술_지원,소프트웨어 업데이트 후 화면이 깜빡이는 현상이 발생합니다. 원인을 알려주세요.,complex,large
기술_지원,서버 연결 시간이 초과된다는 오류 메시지가 계속 뜹니다. 네트워크 진단 방법이 있나요?,complex,large
기술_지원,스마트폰 충전 속도가 느려졌어요. 배터리 상태를 확인하는 방법이 있을까요?,simple,large
기술_지원,API 연동 중 인증 오류가 발생합니다. 로그 분석 및 해결 절차를 안내해 주세요.,complex,large
기술_지원,마우스 드라이버가 설치되지 않았다고 나옵니다. 재설치 방법을 모르겠어요.,simple,large
기술_지원,데이터베이스 동기화 중 타임아웃 오류가 발생합니다. 최적화 방안을 제시해 주세요.,complex,large
기술_지원,헤드셋에서 소리가 나지 않아요. 연결 상태와 드라이버를 점검해 봐야 할까요?,simple,large
기술_지원,소프트웨어 업데이트 후 오류가 발생합니다. 해결 방법이 있나요?,simple,large
기술_지원,앱에서 로그인할 때 '서버 오류' 메시지가 계속 뜹니다. 어떻게 해야 하나요?,simple,large
기술_지원,무선 헤드셋과 스마트폰이 연결되지 않습니다. 페어링 방법을 알려주세요.,simple,large
기술_지원,"카메라 앱이 갑자기 종료되는데, 시스템 로그 분석이나 펌웨어 재설치가 필요할까요?",complex,large
기술_지원,"API 연동 중 500 Internal Server Error가 발생하는데, 백엔드 로그와 헤더 정보를 함께 확인해야 할까요?",complex,large
기술_지원,라우터의 DHCP 설정이 클라이언트 IP 할당에 실패하는 것 같습니다. 서브넷 마스크와 게이트웨이 설정을 점검해야 하나요?,complex,large
기술_지원,데이터베이스 마이그레이션 중 외래 키 제약 조건 위반 오류가 발생합니다. 롤백 절차와 스키마 검증이 필요한가요?,complex,large
기술_지원,스마트폰 화면이 반응하지 않아요. 하드웨어 문제인지 소프트웨어 버그인지 어떻게 확인할 수 있나요?,simple,large
기술_지원,클라우드 스토리지 동기화 시 '권한 없음' 오류가 발생합니다. IAM 정책과 버킷 정책을 모두 확인해야 할까요?,complex,large
기술_지원,"앱에서 로그인할 때 '서버 오류' 메시지가 계속 뜨는데, 어떻게 해야 하나요?",simple,large
기술_지원,무선 헤드셋과 스마트폰이 페어링되지 않습니다. 연결 방법을 알려주세요.,simple,large
기술_지원,"카메라 렌즈가 초점을 맞추지 못하는 문제가 있는데, 하드웨어 결함인가요?",complex,large
기술_지원,"API 연동 중 '403 Forbidden' 오류가 발생하는데, 인증 설정이나 권한 문제를 어떻게 확인해야 하나요?",complex,large
기술_지원,"네트워크 지연 현상이 발생하는데, 라우터 설정이나 QoS 정책을 점검해야 할까요?",complex,large
기술_지원,데이터베이스 마이그레이션 중 'Deadlock' 오류가 발생합니다. 트랜잭션 격리 수준을 조정해야 하나요?,complex,large
기술_지원,스마트 TV가 Wi-Fi에 연결되지만 인터넷 접속이 안 됩니다. DNS 설정이나 방화벽 문제일 수 있나요?,complex,large
기술_지원,"클라우드 스토리지 동기화 시 '권한 없음' 오류가 발생하는데, IAM 정책이나 버킷 정책을 어떻게 수정해야 하나요?",complex,large
기술_지원,소프트웨어 설치 중 오류가 발생했어요. 해결 방법을 알려주세요.,simple,large
기술_지원,"앱이 자꾸 꺼지는데, 버그인가요? 최신 버전으로 업데이트해야 하나요?",simple,large
기술_지원,무선 헤드셋 연결 시 끊김 현상이 발생합니다. 드라이버 재설치가 필요할까요?,complex,large
기술_지원,서버 연결 시간이 초과됩니다. 네트워크 설정이나 방화벽 문제일 수 있나요?,complex,large
기술_지원,카메라 초점 오류로 사진이 흐리게 나옵니다. 센서 청소나 펌웨어 업데이트가 필요할까요?,complex,large
기술_지원,"로그인 시 '인증 실패' 메시지가 뜨는데, 계정 잠금 상태인가요?",simple,large
기술_지원,"USB 포트에 장치를 연결해도 인식이 안 됩니다. 포트 고장인가요, 아니면 호환성 문제인가요?",complex,large
기술_지원,배터리 소모 속도가 갑자기 빨라졌어요. 배터리 상태 진단이나 OS 최적화가 필요할까요?,complex,large
기술_지원,마이크에서 잡음이 많이 들립니다. 설정 조정이나 하드웨어 교체가 필요할까요?,complex,large
기술_지원,프린터가 안 돼요. 어떻게 해야 하나요?,simple,large
기술_지원,앱이 자꾸 꺼져요. 재설치해야 하나요?,simple,large
기술_지원,와이파이 연결이 불안정합니다. 설정 확인 방법 알려주세요.,simple,large
기술_지원,소프트웨어 업데이트 후 화면이 깨집니다. 롤백 방법이 있나요?,complex,large
기술_지원,블루투스 헤드셋 페어링 오류 발생 시 해결 절차를 상세히 알려주세요.,complex,large
기술_지원,서버 연결 시간 초과 오류가 반복됩니다. 네트워크 진단 및 로그 분석 요청드립니다.,complex,large
기술_지원,마우스 드라이버 설치 후 인식되지 않습니다. 호환성 문제인가요?,simple,large
기술_지원,API 호출 시 500 에러 발생. 백엔드 로그와 프론트엔드 코드 검토 부탁드립니다.,complex,large
기술_지원,모니터에 신호 없음 표시. 케이블/포트 점검 후에도 동일합니다.,simple,large
기술_지원,데이터베이스 마이그레이션 중 무결성 오류 발생. 롤백 및 복구 절차 문의드립니다.,complex,large
기술_지원,소프트웨어 설치 중 오류가 발생합니다. 해결 방법을 알려주세요.,simple,large
기술_지원,와이파이 연결이 자주 끊기는데 설정 확인이 필요한가요?,simple,large
기술_지원,"API 연동 시 인증 오류가 발생하는데, 요청 헤더와 토큰 유효성 검사 절차를 설명해 주세요.",complex,large
기술_지원,모니터에 깜빡임 현상이 있습니다. 드라이버 업데이트 방법이 궁금합니다.,simple,large
기술_지원,서버 응답 시간이 지연될 때 네트워크 대역폭과 백엔드 처리 로그의 상관관계를 분석하는 방법은 무엇인가요?,complex,large
기술_지원,마우스 오른쪽 버튼이 안 눌려요. 물리적 결함인가요?,simple,large
기술_지원,"클라우드 스토리지 동기화 실패 시, 로컬 캐시 데이터와 원격 저장소 버전 충돌을 해결하는 단계를 알려주세요.",complex,large
기술_지원,키보드에 일부 키가 반응하지 않습니다. 청소 방법을 문의드립니다.,simple,large
기술_지원,데이터베이스 쿼리 최적화 시 인덱스 생성 전략과 실행 계획 분석 도구를 활용한 디버깅 절차를 설명해 주세요.,complex,large
기술_지원,소프트웨어 설치 중 오류가 발생했습니다. 해결 방법을 알려주세요.,simple,large
기술_지원,"와이파이 연결이 자주 끊기는데, 네트워크 설정 확인 방법을 모르겠어요.",simple,large
기술_지원,스마트폰 화면이 반응하지 않아요. 하드웨어 문제인지 소프트웨어 문제인지 모르겠어요.,complex,large
기술_지원,"클라우드 동기화 중 '인증 실패' 오류가 발생하는데, 어떤 자격 증명을 입력해야 하나요?",complex,large
기술_지원,"VPN 연결 시 '프로토콜 불일치' 오류가 뜨는데, 어떤 설정을 변경해야 하나요?",complex,large
기술_지원,"카메라 앱이 갑자기 종료되는데, 캐시 삭제 외에 다른 해결 방법이 있을까요?",simple,large
기술_지원,외부 모니터 연결 시 해상도가 자동으로 조정되지 않아요. 드라이버 문제인지 확인 부탁드립니다.,complex,large
기술_지원,배터리 소모 속도가 갑자기 빨라졌어요. 백그라운드 앱이나 시스템 설정을 점검해야 할까요?,complex,large
기술_지원,키보드의 특정 키가 입력되지 않아요. 물리적 결함인지 소프트웨어 버그인지 모르겠어요.,simple,large
기술_지원,소프트웨어 업데이트 후 오류가 발생했어요. 해결 방법이 있나요?,simple,large
기술_지원,무선 연결이 자꾸 끊기는데 설정 확인 방법을 알려주세요.,simple,large
기술_지원,API 연동 시 인증 오류가 발생합니다. 로그 분석 및 해결 방안을 요청드립니다.,complex,large
기술_지원,화면 깜빡임 현상이 있는데 드라이버 재설치로 해결 가능한가요?,simple,large
기술_지원,서버 응답 지연 문제가 지속되고 있습니다. 네트워크 진단 및 최적화 방안을 제안해 주세요.,complex,large
기술_지원,배터리 소모가 너무 빠른데 정상인가요?,simple,large
기술_지원,데이터베이스 동기화 중 타임아웃 오류가 발생합니다. 트랜잭션 로그 및 쿼리 튜닝이 필요합니다.,complex,large
기술_지원,헤드셋에서 소리가 안 나와요. 연결 상태를 확인해 봤는데도 안 됩니다.,simple,large
기술_지원,클라우드 스토리지 동기화 실패 시 로컬 캐시 정리 및 재시도 로직을 어떻게 구현해야 하나요?,complex,large
기술_지원,"앱에서 로그인이 안 되는데, 계정 문제인가요?",simple,large
기술_지원,네트워크 연결 불안정으로 인해 데이터 동기화가 안 됩니다. 진단 방법을 알려주세요.,complex,large
기술_지원,카메라 모듈에 물리적 손상이 있는 것 같아요. 수리 가능한지 문의드립니다.,simple,large
기술_지원,"API 연동 시 인증 오류가 발생하는데, 요청 헤더와 응답 코드를 함께 확인 부탁드립니다.",complex,large
기술_지원,배터리 수명이 급격히 줄었어요. 진단 도구 실행 후 로그를 첨부합니다.,complex,large
기술_지원,마우스 클릭이 반응하지 않아요. 드라이버 재설치를 해도 해결되지 않습니다.,simple,large
기술_지원,서버 응답 시간이 2초 이상 지연되고 있습니다. TTL 값과 라우팅 테이블을 점검해 주세요.,complex,large
기술_지원,헤드폰에서 잡음이 납니다. 펌웨어 업데이트와 임피던스 테스트 결과를 함께 보냅니다.,complex,large
기술_지원,카메라 앱이 갑자기 종료됩니다. 시스템 로그 분석 후 원인을 알려주세요.,complex,large
기술_지원,API 연동 시 '403 Forbidden' 오류가 발생합니다. 인증 설정 및 백엔드 로그 확인이 필요합니다.,complex,large
기술_지원,라우터의 펌웨어 업데이트 후 일부 기기가 인터넷에 접속되지 않습니다. 네트워크 진단 절차를 안내해주세요.,complex,large
기술_지원,VR 헤드셋의 트래킹 오류가 발생합니다. 센서 보정 및 드라이버 재설치 방법을 설명해주세요.,complex,large
기술_지원,클라우드 스토리지 동기화 중 '파일 충돌' 오류가 반복됩니다. 충돌 해결 정책과 버전 관리 방법을 알려주세요.,complex,large
기술_지원,스마트폰 배터리 소모가 갑자기 빨라졌습니다. 배터리 상태 진단 및 최적화 방법을 단계별로 설명해주세요.,complex,large
반품_환불,반품하고 싶어요.,simple,large
반품_환불,환불 받으려면 어떻게 해야 하나요?,simple,large
반품_환불,제품을 받았는데 불량이에요. 반품할 수 있나요?,simple,large
반품_환불,구매한 지 일주일 지났는데 환불이 가능한가요?,complex,large
반품_환불,배송 중 파손된 상품을 반품하려고 합니다. 절차가 어떻게 되나요?,complex,large
반품_환불,환불 금액을 다른 결제 수단으로 받을 수 있나요?,complex,large
반품_환불,사이즈가 안 맞아서 반품하려고요. 어떻게 하면 될까요?,simple,large
반품_환불,교환 대신 환불을 받고 싶은데 가능한가요?,complex,large
반품_환불,반품 신청 후 환불까지 얼마나 걸리나요?,simple,large
반품_환불,부분 환불이 가능한 상품인가요? 일부 품목만 반품하고 싶어요.,complex,large
반품_환불,제품을 받았는데 불량이에요. 반품하고 싶어요.,simple,large
반품_환불,주문한 상품이 잘못 왔어요. 환불 받을 수 있나요?,simple,large
반품_환불,구매한 지 7일 지났는데 반품 가능한가요? 교환도 가능한지요.,complex,large
반품_환불,택배 송장번호는 어떻게 확인하나요? 반품 신청하려고요.,simple,large
반품_환불,부분 환불이 가능한가요? 일부 상품만 반품하고 싶어요.,complex,large
반품_환불,환불 처리 기간이 얼마나 걸리나요? 계좌 정보도 알려주세요.,complex,large
반품_환불,사이즈가 안 맞아서 반품하려고요. 어떻게 해야 하나요?,simple,large
반품_환불,반품 신청 후 환불금은 언제 입금되나요? 수수료도 있나요?,complex,large
반품_환불,상품이 파손되어 왔어요. 사진 첨부해서 반품 신청할 수 있나요?,complex,large
반품_환불,결제 취소 대신 반품을 선택하면 어떻게 되나요?,simple,large
반품_환불,제품이 고장 났어요. 반품하고 싶어요.,simple,large
반품_환불,배송받은 상품이 사진과 달라요. 환불 받을 수 있나요?,simple,large
반품_환불,구매한 지 2주 지났는데 반품 가능한가요? 교환도 가능한지요.,complex,large
반품_환불,제품 불량으로 인해 환불을 요청합니다. 반품 주소 알려주세요.,complex,large
반품_환불,잘못 주문했어요. 취소하고 환불 받고 싶습니다.,simple,large
반품_환불,사용해 보니 기능이 작동하지 않아요. 반품 절차와 환불 기간을 알려주세요.,complex,large
반품_환불,색상 변경해서 다시 보내줄 수 있나요? 아니면 환불해 주세요.,simple,large
반품_환불,"A/S 불가능한 제품이라 반품하려는데, 운송비 부담은 어떻게 되나요?",complex,large
반품_환불,구매한 상품이 파손되어 도착했어요. 사진 첨부해서 환불 신청합니다.,complex,large
반품_환불,주문한 물건 불량인데 반품 어떻게 해요?,simple,large
반품_환불,배송받은 상품이 파손되었어요. 환불 받을 수 있나요?,simple,large
반품_환불,사이즈가 안 맞아서 반품하려고 하는데 절차가 어떻게 되나요?,simple,large
반품_환불,구매한 지 7일 지났는데 환불이 가능한가요? 아직 미사용 상태입니다.,complex,large
반품_환불,"제품이 설명과 달라서 반품하려는데, 반품 주소 알려주세요.",simple,large
반품_환불,부분 환불 가능한가요? 상품 일부만 반품하고 싶어요.,complex,large
반품_환불,환불 신청했는데 처리 상태가 어떻게 되나요? 3일 지났어요.,complex,large
반품_환불,교환 대신 환불을 받고 싶습니다. 어떻게 해야 하나요?,simple,large
반품_환불,해외에서 구매한 상품인데 반품 시 배송비는 누가 부담하나요?,complex,large
반품_환불,"결제 취소 대신 환불을 요청하려는데, 처리 기간이 얼마나 걸리나요?",complex,large
반품_환불,제품이 불량이에요. 반품하고 싶어요.,simple,large
반품_환불,환불 처리 상태를 확인하고 싶어요. 진행 상황이 어떻게 되나요?,complex,large
반품_환불,상품을 잘못 주문했어요. 취소하고 환불받고 싶습니다.,simple,large
반품_환불,부분 환불이 가능한가요? 일부 상품만 반품하려고 합니다.,complex,large
반품_환불,반품 신청 후 택배 방문 일정을 어떻게 조정하나요?,complex,large
반품_환불,환불 금액은 언제 입금되나요? 계좌 정보도 변경해야 할 것 같아요.,complex,large
반품_환불,상품에 하자가 있어 반품합니다. 증빙 자료는 어떻게 제출하나요?,complex,large
반품_환불,제품을 반품하고 싶어요.,simple,large
반품_환불,잘못 온 상품을 반품하려고 합니다. 절차가 어떻게 되나요?,simple,large
반품_환불,구매한 지 7일 지났는데 환불이 가능한가요? 교환도 가능한지요.,complex,large
반품_환불,"배송 중 파손된 제품을 반품하려고 하는데, 어떻게 해야 하나요?",complex,large
반품_환불,환불 신청 후 얼마나 걸리나요? 계좌 정보도 변경해야 할 것 같아요.,complex,large
반품_환불,사이즈가 안 맞아서 반품하려고 합니다. 택배비는 누가 내나요?,simple,large
반품_환불,환불 대신 교환으로 처리하고 싶은데 가능한가요? 새 상품은 언제 받을 수 있나요?,complex,large
반품_환불,주문 취소하고 환불을 받고 싶습니다. 아직 배송 전이에요.,simple,large
반품_환불,"제품 불량으로 반품하려는데, 증빙 서류를 어떻게 제출해야 하나요? 환불은 언제 되나요?",complex,large
반품_환불,제품이 망가져서 반품하려고요.,simple,large
반품_환불,주문한 물건이 잘못 왔어요. 환불 받을 수 있나요?,simple,large
반품_환불,배송 중 파손된 상품을 반품하려고 하는데 절차가 어떻게 되나요?,complex,large
반품_환불,사이즈가 안 맞아서 교환 대신 환불을 원합니다.,simple,large
반품_환불,구매한 지 7일 이내인데 품질 문제로 환불이 가능한가요?,complex,large
반품_환불,잘못 주문한 상품을 취소하고 환불을 받고 싶어요.,simple,large
반품_환불,A/S 불가 판정을 받은 제품을 반품하려고 하는데 필요한 서류가 있나요?,complex,large
반품_환불,색상 차이가 너무 심해서 환불받고 싶습니다.,simple,large
반품_환불,해외직구 상품의 반품 시 관세 환급 절차는 어떻게 되나요?,complex,large
반품_환불,사용한 제품도 환불이 가능한가요? 문제가 있어서요.,complex,large
반품_환불,배송된 상품이 파손되어 반품하려고 합니다.,complex,large
반품_환불,구매한 옷을 환불받고 싶은데 절차가 어떻게 되나요?,simple,large
반품_환불,결제 취소와 환불을 동시에 진행할 수 있나요?,complex,large
반품_환불,잘못 주문한 상품을 반품하려고 합니다.,simple,large
반품_환불,A/S 불가 판정 받은 제품을 환불받을 수 있을까요?,complex,large
반품_환불,교환 대신 환불을 원합니다. 가능한가요?,simple,large
반품_환불,해외직구 상품의 반품 시 관세 환급도 가능한가요?,complex,large
반품_환불,구매 7일 이내 반품 시 전액 환불이 되나요?,complex,large
반품_환불,구매한 옷이 작아서 교환하고 싶어요.,simple,large
반품_환불,배송된 상품이 파손되어 반품하려고 합니다. 절차는 어떻게 되나요?,complex,large
반품_환불,결제 취소하고 환불 받을 수 있나요?,simple,large
반품_환불,사용한 지 2주가 지났는데 환불이 가능한가요? 정책 확인이 필요합니다.,complex,large
반품_환불,잘못 주문했어요. 반품 주소 알려주세요.,simple,large
반품_환불,환불 처리 기간이 얼마나 걸리나요?,simple,large
반품_환불,해외에서 구매한 상품인데 반품 시 관세 문제는 어떻게 해결하나요?,complex,large
반품_환불,상품에 하자가 있어 환불을 요청합니다. 처리 절차 알려주세요.,complex,large
반품_환불,잘못 주문했어요. 취소하고 환불받고 싶습니다.,simple,large
반품_환불,반품 신청 후 환불까지 얼마나 걸리나요? 부분 환불도 가능한가요?,complex,large
반품_환불,사용해 봤는데 마음에 안 들어요. 반품 정책 확인 부탁드립니다.,simple,large
반품_환불,제품이 파손되어 도착했어요. 사진 첨부해서 환불 요청할게요.,complex,large
반품_환불,환불 받으면 카드 취소까지 며칠 걸리나요? 수수료도 있나요?,complex,large
